Name,Term,ES,NES,NOM p-val,FDR q-val,FWER p-val,Tag %,Gene %,Lead_genes
prerank,Positive Regulation Of T Cell Activation (GO:0050870),0.6854920103420149,2.2642755935915817,1.000000e-03,1.000000e-03,1.000000e-03,55/99,16.33%,CCL5;CD209;HLA-DQA1;LILRB2;CD28;PTPRC;NOD2;CD3E;CD40LG;HLA-DRB1;HLA-DRB5;HLA-DPA1;SIRPG;PDCD1LG2;VCAM1;ZAP70;HLA-DOA;SIRPB1;CD86;HLA-DMB;DOCK8;HLA-DRA;IL1B;CD6;CCL2;HLA-DMA;CCL19;CCDC88B;LEP;LCK;AIF1;NCKAP1L;B2M;HLA-A;CCR7;SIRPA;PNP;CCR2;IL6;LGALS9;HLA-DOB;GNAO1;HLA-DQA2;IL12B;CD80;CD81;ACTB;THY1;ZMIZ1;RHOH;XBP1;CD1D;PYCARD;CD274;TNFRSF13C
prerank,Regulation Of T Cell Proliferation (GO:0042129),0.7284119626509555,2.263457333492898,1.000000e-03,1.000000e-03,1.000000e-03,46/70,17.47%,CLC;CCL5;CD209;CR1;PLA2G2D;TNFRSF1B;ARG1;IL4I1;LILRB2;TNFSF8;CD28;VSIG4;PTPRC;CD3E;CD40LG;HLA-DRB1;HLA-DPA1;PDCD1LG2;VCAM1;CEBPB;SPN;CD86;HLA-DMB;IL1B;CD6;CCL19;CCDC88B;LEP;LILRB4;NCKAP1L;LILRB1;HLA-G;PNP;RIPK3;IL10;IL6;IDO1;IL12B;CD80;FOXP3;GPNMB;CD1D;CD274;TNFRSF13C;IL15;PLA2G5
prerank,Positive Regulation Of Interleukin-6 Production (GO:0032755),0.7120134215001704,2.2503924405326465,1.000000e-03,1.000000e-03,1.000000e-03,42/69,17.19%,MMP8;LILRB2;TLR8;NOD2;IFNG;LCP1;TLR2;TYROBP;TLR4;TLR7;IL1B;CD74;CLEC7A;TNF;LEP;SCIMP;AIF1;SIGLEC16;LILRA2;POU2AF1;POU2F2;CYBA;TLR1;IL17RA;IL16;IL33;IL6R;IL6;TLR9;LGALS9;MYD88;EREG;TMEM106A;TSLP;SYK;TLR6;F2R;TNFSF4;XBP1;PYCARD;NOS2;PLCG2
prerank,Sister Chromatid Segregation (GO:0000819),-0.6852344595454108,-2.250069817224408,1.000000e-03,1.000000e-03,4.000000e-03,17/33,13.11%,KIF18A;PLK1;TOP2A;ZWINT;SMC4;NDC80;ESPL1;KIF18B;CENPK;KIFC1;SGO1;KNTC1;SPAG5;KNSTRN;NCAPG2;CENPI;NUSAP1
prerank,Response To Type II Interferon (GO:0034341),0.7106956427021335,2.248638319781701,1.000000e-03,1.000000e-03,1.000000e-03,41/72,13.09%,CCL13;CCL5;CCL23;MEFV;SNCA;SLC11A1;CCL8;CCL3;CCL18;GBP5;CCL15;CCL4;CCL7;CCL14;CCL11;HLA-DPA1;IFITM2;TLR2;IL12RB1;CCL26;CXCL16;TLR4;UBD;CCL2;CD74;CCL19;AIF1;CCL24;IRF8;GBP4;CIITA;CASP1;GBP1;SIRPA;GBP2;LGALS9;IFITM3;CCL21;DAPK1;IFITM1;CD40
prerank,Positive Regulation Of Response To External Stimulus (GO:0032103),0.6586778439747737,2.248077419536289,1.000000e-03,1.000000e-03,1.000000e-03,86/145,21.06%,CCL5;OSM;P2RY12;NKG7;MEFV;SNCA;NLRP3;FPR2;NLRP12;CCL3;ADAM8;GBP5;S100A12;TLR8;THBS1;CD180;GPSM3;IFNG;THBD;LCP1;TLR2;CCL26;SERPINE1;TLR4;SH2D1B;BMP6;TLR7;EMILIN2;IL1B;LY86;NINJ1;NLRC4;CCL19;TNF;TGFB1;SCIMP;AIF1;SIGLEC16;TASL;PTGER4;CYBA;TREM2;IL17RA;NFKBIA;IL16;LY96;GRN;CASP1;NLRP1;IL33;SCARF1;CCR2;PDE2A;TLR9;EREG;CCL21;STX4;TSLP;LGALS1;IL12B;PLA2G7;ETS1;VTN;TNFSF4;NLRP6;PPM1F;CASP4;IFNK;CD1D;PYCARD;CEBPA;LGALS2;IL15;RARRES2;TNIP1;IFI35;CX3CL1;AGTR1;DDT;RIOK3;PLAU;NAIP;NFKBIZ;TNFRSF1A;SLC15A4;MMRN2
prerank,Defense Response To Bacterium (GO:0042742),0.6497041258045831,2.2453704089221875,1.000000e-03,1.000000e-03,1.000000e-03,63/150,10.90%,DEFA3;DEFA1;BPIFA1;MPO;ELANE;AZU1;BPI;DEFA4;RNASE3;CTSG;CAMP;IGHM;FPR2;SLC11A1;IGHA2;FGR;GNLY;IGKV3-20;CFP;RNASE2;COLEC12;IGHA1;RNASE6;S100A12;SELP;CXCL13;RNASE1;NOD2;SLAMF8;FCER1G;MPEG1;LTF;GSDMA;TLR2;CEBPB;EPX;SERPINE1;SPN;TLR4;STAB1;LYZ;IL1B;HLA-E;JCHAIN;NLRC4;PGLYRP1;DEFB4A;TREM2;GBP4;WFDC2;HLA-A;CASP1;GBP1;NLRP1;SLPI;MARCHF2;DMBT1;GBP2;PRKCD;IL6R;IL6;TLR9;MYD88
prerank,Monocyte Chemotaxis (GO:0002548),0.7938945413485252,2.239643327140617,1.000000e-03,1.000000e-03,1.000000e-03,24/35,12.94%,CCL13;CCL5;CTSG;CCL23;FOLR2;CCL8;CCL3;CCL18;CCL15;S100A12;CCL4;CCL7;CCL14;CCL11;CCL26;CCL2;PTPRO;CCL19;CALCA;CCL24;IL6R;IL6;CCL21;FLT1
prerank,Positive Regulation Of Interleukin-1 Production (GO:0032732),0.7204258452473441,2.225320832566294,1.000000e-03,1.000000e-03,1.000000e-03,33/60,12.41%,AZU1;MEFV;NLRP3;NLRP12;CCL3;GBP5;TLR8;NOD2;PYHIN1;ORM1;IFNG;LCP1;TYROBP;ORM2;MNDA;TLR4;P2RX7;NLRC4;CCL19;CLEC7A;TNF;LILRA2;IL16;CASP1;NLRP1;EGR1;IL6;LGALS9;MYD88;CARD8;TMEM106A;CD36;SAA1
prerank,Negative Regulation Of T Cell Activation (GO:0050868),0.7547799417987905,2.2213125844982455,1.000000e-03,1.000000e-03,1.000000e-03,30/43,16.11%,CTSG;FCGR2B;CR1;PLA2G2D;IL4I1;LILRB2;VSIG4;HAVCR2;RIPOR2;LAPTM5;HLA-DRB1;PDCD1LG2;CEBPB;PTPN22;SPN;CD86;VSIR;LAX1;JAK3;LILRB4;NCKAP1L;LILRB1;HLA-G;IL10;TNFAIP8L2;CD80;FOXP3;GPNMB;DUSP3;CD274
