GeneID,baseMean,log2FoldChange,lfcSE,stat,pvalue,padj
28795,4.984073064866823,3.866448116094247,1.4170465972961097,2.7285257404180507,0.006361812492753145,
2938,3380.32782645502,3.8606288806076474,1.407649889926646,2.7426058910208337,0.0060953793445495345,0.10070829217569406
3449,1.040577532572244,3.854099771297693,3.2713423165293567,1.1781401633891366,0.23874073257919315,
113091,1.0411552859869464,3.854099771297693,3.2713423165293567,1.1781401633891366,0.23874073257919315,
1158,510.1967952515861,3.8443887527355938,1.0947788392969984,3.5115665509247793,0.000445473910037856,0.021743887842652684
2350,1100.3486350862802,3.843870843592197,0.8429726798239584,4.559899668865816,,
100129175,10.589718609663926,3.842195776980104,1.301125690688983,2.9529781822581276,,
100033815,4.067530450121911,3.840402268399671,1.268757596445255,3.026899920961678,,
28941,6597.909295697571,3.8382164208347787,1.0371674768725319,3.7006717877507227,0.00021502945134572668,0.013858007322986353
574466,1.022191881104928,3.836095293834604,2.7053456812898085,1.4179686242556981,0.15619992530154042,
406918,1.9140041543301092,3.828849247454969,2.218137540586417,1.726155018521855,0.08431952794750326,
3117,10675.460573559394,3.817979346216812,0.8764590113458389,4.356141356061988,1.3237530661189008e-05,0.003303103323829765
10394,11.51977249187887,3.815119204115876,1.9130629186895958,1.9942465910787428,,
140732,1.2614863094991313,3.8059433154660187,2.2829057627999427,1.667148674064451,0.0954848456248044,
57289,1553.664028278236,3.802275956450721,1.1083622492653216,3.43053542194446,0.0006023913178763253,0.025996324212476538
820,49.92170471041172,3.800495507518072,1.3726150310498606,2.768799278419105,,
4625,1735.7985919529688,3.7960923712879335,1.4221660107454224,2.669232946509689,,
28457,927.9490777440552,3.7947712077474502,1.0039874372620634,3.7796998915604254,0.0001570174964148309,0.011532194463101334
2623,67.58191568442258,3.7915772917723762,0.8573062210369896,4.422663919534049,,
644414,0.9905355789495687,3.7888763630376694,3.2724047999186197,1.1578263065534844,0.24693492568943665,
26166,121.15097478791644,3.788620406490303,0.8180444724981116,4.631313496833204,,
89765,381.61587537074143,3.7874990928347727,0.9460508329171127,4.003483704100931,,
3119,3931.1747042335573,3.7810879536751254,0.8903717031173078,4.246639847646821,,
28802,32.17598629920323,3.780205193015837,1.523655746218232,2.481010032875498,0.013101068550867446,0.15061198889872007
8929,3.2892066858450897,3.7775038377860177,2.372344508612177,1.5923082942097058,,
2996,149.7407913449196,3.770639689458537,0.868373184392675,4.342188079075307,,
100996631,21.197114590656383,3.7704039969671985,1.3052463987679699,2.888653054722929,,
28388,848.8727968911967,3.770157036206022,1.1841835221375827,3.1837607648858937,0.0014537510683253448,0.04441814292435822
4818,92.38789147935188,3.760620748903014,0.6663360907091769,5.64372964535151,1.664053115190903e-08,4.048433222620068e-05
6515,10936.875515782885,3.7554021354622917,0.8789077978220688,4.272805571606223,1.930287595777834e-05,0.0037966760704945114
28915,376.9382140673008,3.7501500993632657,1.3061259173994715,2.871201045324869,0.004089153641122178,0.08127080165225485
11122,219.90822610379172,3.7485943727217848,1.1718339397457178,3.198912615157069,,
290,5118.2363618565905,3.747249106423244,0.9148257512778084,4.096134265120073,4.2010633960802954e-05,0.005369751940469043
110599563,14.80637549632705,3.7456720540528696,1.238098102636949,3.025343505555168,,
