,log2FC
338811,1.0517955549362616
23430,1.0512909418485705
105370751,1.0507206372769544
101060171,1.050683326260643
112267953,1.0503049369626116
220213,1.0498565481151205
60385,1.0495578714780835
5990,1.0491903606643218
83641,1.048921084675321
2735,1.0488008765932273
112802,1.0479994088587592
348093,1.0479016197396982
5209,1.0476097700651295
10287,1.047351158022182
339390,1.0472975817406134
6649,1.04680074754579
50619,1.0463729912178579
100316904,1.0462476993951402
644150,1.0460835177639316
9796,1.0455089963407707
1413,1.0453567110543007
55016,1.0442803684336806
28699,1.0442652274169586
28753,1.0432782848981361
3678,1.0428578514020206
105376095,1.0426157831107647
115701,1.0419491945879082
219539,1.0408446318811038
56172,1.0408020622225127
3787,1.0392245853194404
4025,1.0390764028504513
4615,1.0390709873251414
932,1.0390172009319327
113218500,1.0386412810440087
644962,1.0385813388024334
10993,1.0384370439387443
72,1.0384343163691732
727897,1.0376368881615985
8513,1.037127067433033
4791,1.0371131117364616
2760,1.036914215897145
58485,1.0356987089713616
1807,1.0351219213441816
10178,1.0343544092978272
28629,1.034243353703006
5641,1.0334317587851896
285180,1.0330816123855353
140606,1.0322807544399435
7128,1.0319219798788133
554226,1.0313524892401071
1101,1.031313059366334
23415,1.031217594801022
11031,1.0297858055343436
2696,1.029749296161457
558,1.0292869932274993
277,1.0292731518644338
6614,1.0286108516276915
100130357,1.0284392121047414
6585,1.0280459818782663
346,1.0280283323565262
3566,1.0280136449996444
3990,1.0274369423850471
10312,1.0273633622026992
728798,1.0271381958902301
101928477,1.0270072019592968
1593,1.0269577629740692
2788,1.026235297051739
272,1.025403468898313
151112,1.025244906233329
9674,1.0247117569462851
102060282,1.0246887401826785
19,1.0244888694190681
6646,1.0241007671515057
2323,1.0239295654270846
4245,1.023605077857182
29946,1.0225850363569915
4632,1.0224890212485902
116071,1.0212152355316917
28626,1.0207844498037162
23179,1.0202127642382024
28487,1.0198675643831119
100288687,1.0196353987159053
253582,1.0193671542888694
102724446,1.0186874464699458
8291,1.0180782050542945
101928093,1.01774175548534
10628,1.017579219431111
8344,1.0170079121563287
6195,1.016722116340615
4052,1.016539750334534
127254,1.0163498025500655
7094,1.0163374418463587
11067,1.0163015237078579
10346,1.016071478900276
1390,1.0159133819043582
441161,1.0155158944065743
125875,1.0152666452887669
7634,1.015265360856647
1463,1.0152545739506154
81855,1.0151114856409134
2791,1.014897257661552
648740,1.013307771183638
2022,1.013233716468731
641311,1.0131891124506078
9294,1.0131382238072328
958,1.0130241069586354
29108,1.012971544209674
9911,1.0113523798120463
100996294,1.0111129681566409
5660,1.0106258346861328
246175,1.0103915315048226
886,1.010049207327584
101928045,1.0096870736917811
100529209,1.009566603664906
5897,1.0095234777386115
107985068,1.0093914740008245
92597,1.0093552555171277
28631,1.009268636442308
8277,1.009129723504529
653390,1.0088923143906445
3779,1.0088559581801428
653786,1.0082300288385015
100129845,1.0082126343716276
64651,1.0081561025978898
25927,1.0074130603462086
64420,1.007320873256706
100132202,1.0062269997895124
645191,1.0059902302774741
112577518,1.004853236336098
29887,1.004595685132947
223117,1.002093632250899
23258,1.0018363468353577
11119,1.0014995883987527
10550,1.0014307098967663
107987384,1.0012779925177748
284266,1.0008748137744887
2581,1.0007796198764165
64747,1.0006714446963692
105370777,1.0005687115531288
100529144,1.0005277959413394
4647,1.000495460948036
10404,1.000425580723281
8926,1.00005912153663
8741,0.9999822574828183
2799,0.9992470445930977
101928100,0.9991588324744152
390201,0.9987529757329492
113791,0.9984330892875137
343171,0.9977527851505901
54557,0.9963971018602455
54858,0.9961408439878836
401258,0.99589063728421
126432,0.9957198997823689
6638,0.9948846951331269
401612,0.9946511782305918
2149,0.9941026583205943
9715,0.9938701401873855
1510,0.9936154867820983
105374709,0.9935941031923141
5266,0.9928692136004456
2208,0.9928467168553006
200942,0.9925495296374045
83938,0.9925472273743887
54360,0.9922770682537108
4208,0.991676964906862
101927682,0.990709914434122
3682,0.9905170902829648
440461,0.9904886337713885
2113,0.9904305360292103
60598,0.9901019199752548
316,0.9891205089419568
9262,0.9890649101404314
127795,0.988824509391403
117144,0.9887144597540098
28584,0.9885911223012656
105372661,0.988252809757683
219965,0.987554393646661
101929983,0.986979293831129
105379189,0.986805132235844
9590,0.9867297164432056
9832,0.9865903094902668
3953,0.9859281402019597
100287399,0.9858576298251398
5698,0.9854430924130515
5320,0.9853130739527263
341947,0.9847086257479745
28415,0.9841972932272052
8908,0.9840781038136406
8031,0.9833829306216106
253128,0.9831359336111838
392196,0.9828119218749043
80896,0.9827961533262748
146760,0.9822573665662726
6283,0.98163931085961
2318,0.9811462624544784
9732,0.9803445274782678
114026,0.9801339112912343
107985409,0.9801252835565185
118429,0.9800576380407673
80086,0.9791498645731522
123876,0.9790659132912352
83894,0.9790398073302411
27010,0.978537381481015
26166,0.9780894311636272
3784,0.9780584032208335
9246,0.9779891928101385
10826,0.9776200139283926
602,0.977363932460035
653567,0.9765168962407653
106480738,0.9764700213841735
9435,0.9762450982803985
28747,0.9762307816780933
3663,0.9761381336208466
105377690,0.9760888064557922
400464,0.9750985113274337
2596,0.9750194124052105
100289061,0.9750160964793304
56670,0.9749530495380707
163351,0.9748357154994487
144535,0.9747129097504352
28414,0.9745835770185023
4013,0.9742889726545538
55315,0.9738091011673671
23208,0.9732646112094816
4739,0.9723606308349417
192666,0.9721893346353767
217,0.9720265268635622
5348,0.9717888435783912
105372272,0.9717836298067182
10451,0.9715713838828375
6096,0.9713355152375849
107985558,0.9710995179224731
89849,0.9708089633113488
1404,0.9707667161617595
406940,0.9704668345435935
94240,0.9704585716256595
102465451,0.9702468155487174
100132565,0.97020845227114
3498,0.9702063224289545
200316,0.9697023316623756
10911,0.9696025233128021
107984659,0.9694146115639191
196410,0.969388837702513
22808,0.968866842630586
220972,0.9686846410376955
91663,0.9684605138036044
2562,0.9682152024775794
54785,0.9679891395444118
2650,0.9675162385766569
163732,0.9675160981526822
101927596,0.9673214060638007
118442,0.9668882103666991
1145,0.9666218935227011
2885,0.9658638458978395
10125,0.9656162572147782
153469,0.9654349372476987
133418,0.9650424202317165
131540,0.9647187412831433
729528,0.96456200732922
837,0.9642314771770728
1296,0.9641503139604346
333929,0.9640149950933901
5627,0.9637420855788008
25891,0.9634123978481561
2202,0.963352191876778
105374412,0.9624209617780974
4650,0.9622704115768812
7533,0.9620015658920131
256021,0.9619633002359191
729250,0.9613117866560001
50943,0.9611699541325862
157697,0.9610663160090702
7408,0.9609135727719877
7434,0.9607114074563734
10023,0.9600883934307114
56244,0.959919129570524
64094,0.9592919621105036
84957,0.9589906048845922
55819,0.958556471776081
1038,0.9581425766989415
124535,0.9581332357050054
286042,0.957893850218885
253018,0.957657890842091
2811,0.9569861519660847
406991,0.9560585481245498
3766,0.9559841647939358
390429,0.9559350022895885
100033440,0.9559085180039049
9426,0.9558634906824401
23228,0.9550696799220493
6038,0.955031857746703
93010,0.954843393853138
11337,0.9539900580214606
101927055,0.9535183221249444
29121,0.9531502444951627
9363,0.953003747326834
162466,0.952993183328462
6546,0.9527620686609417
22801,0.952737959617389
8294,0.9525756636854119
28496,0.9524673833801957
526,0.9524024198300651
116443,0.952385837877527
6588,0.9519410276538873
4239,0.9516033163566897
116362,0.9509560708897764
1816,0.9508775827078584
29995,0.9506563823413643
51363,0.950481744352011
25981,0.9504123195395948
23659,0.9500564846809825
10630,0.9499112933613549
58480,0.9492968370909658
102723566,0.9491863678270231
145864,0.9490745244466767
3759,0.9490396167080082
406918,0.9489776186283612
341,0.9487704550478959
79626,0.9484962138770987
105378536,0.9481542783646973
2495,0.9480293147630281
486,0.9476768989397355
85376,0.9472394989429826
28478,0.9470515392127941
2263,0.9468006546963892
1590,0.9467913354087001
339541,0.9465404435958904
309,0.9462725716892706
135927,0.9458953383246096
283316,0.9458127045453271
255631,0.9456271490627453
1135,0.9453422961509865
1298,0.9449071952446157
1512,0.9440822455104758
645954,0.9432942143175493
3976,0.9432582278097872
2205,0.9430496882457557
8850,0.9425977069619673
105371058,0.9425149996577984
101928263,0.9424322218355727
27163,0.941944732682753
3600,0.941750249863655
100874085,0.9414498940418188
5806,0.941370709106244
28801,0.9412140278717026
4920,0.9410631877625928
5005,0.9409212901548258
55323,0.940581199314912
81631,0.9405766731369098
758,0.9401307435565511
160365,0.940054292139787
390191,0.9400286440262337
10267,0.9398803470907557
100616422,0.9396718498886982
100302288,0.9379084091040211
105374768,0.9379084091040211
5791,0.9376966124699226
64857,0.9374822367827207
112268038,0.9373712451192888
152206,0.9366288768141331
4057,0.9362680527848397
6540,0.9358929536697334
79883,0.935684314436732
101928215,0.9343432513956738
6376,0.9339870465353819
9846,0.9339117131714705
116985,0.9336540419785884
100507548,0.9335725509682626
100506321,0.9324878309780917
11182,0.9319471460740889
105371030,0.9318515332555064
100288346,0.9316580000079693
400891,0.9316119086341508
29951,0.9315011122037795
843,0.9310771335640062
79442,0.9309714632715549
11344,0.9303859751980887
102465538,0.930307805034492
1262,0.9301461120820567
28611,0.9300987310413458
94,0.9300498866743876
101928781,0.9293372982948938
100271849,0.9287963921419884
144124,0.9285176546213165
1007,0.9281501336321626
340273,0.9281271077429705
28447,0.9278820734981585
56203,0.9275413320406458
5148,0.9273522685993196
126859,0.9271965576987453
84541,0.9268629921263187
107985679,0.926832664576249
28707,0.9265292132699952
105375911,0.9262611365865392
4303,0.9262455701140908
23498,0.9261292720886436
406934,0.9255058062587271
112616,0.9251127159151844
8528,0.9250168224854516
326342,0.9239588290635545
4684,0.9233876971068335
107987192,0.9233648734531488
5067,0.9231549298630055
83700,0.9226116712378474
18,0.922580921785082
799,0.9222063759051538
2051,0.9219764238298058
80760,0.9201070418988317
285830,0.9200928462881928
7827,0.9200524407225852
9848,0.9193815230940592
54997,0.9192581209231028
84230,0.9192430389380704
28711,0.9191653639033031
105375304,0.918632263718905
28706,0.9181628386837257
10333,0.9179484330926382
28714,0.917347954847029
101926925,0.9169925001442312
390937,0.9168328301282647
4103,0.9162859279028628
9997,0.9161975350107063
107984917,0.9159809094580431
339168,0.9159100828846065
3171,0.9154680057461708
200298,0.9149499584779047
2646,0.914287955458426
100302186,0.913911298664682
102466197,0.9137251109413855
107987244,0.9137187723197524
966,0.9135879342117779
28984,0.9135636342054596
4988,0.9132685064585848
4668,0.913159402752937
2492,0.9128596573817573
143425,0.9119577685310758
1446,0.9113849371724025
391002,0.910988542692182
4286,0.9108032947269393
23558,0.9106257464264811
6980,0.9105436177340107
139818,0.9099508555597087
1839,0.9098646242423651
6102,0.9093748097329382
5729,0.908518270234727
107987303,0.9084511428165007
105379749,0.9077192926671613
100419743,0.9073664952009133
285668,0.9072751732707296
4035,0.9064218902154337
107985124,0.9062022741589043
83719,0.9058977522898228
28748,0.9057745577639924
23710,0.9057686878983358
59342,0.9055641841039357
28508,0.9055609273818923
29940,0.9050696443638309
10159,0.9049796619740178
245972,0.904864708305714
553103,0.904778496920235
28740,0.9045833626203892
7421,0.9044129187537191
128989,0.904276731087025
3956,0.9042677735212106
642943,0.9040006387653126
100873932,0.9034218848189868
203228,0.9031759469719969
57214,0.9029692442203121
91544,0.9025609461824953
1050,0.9023560289144514
100131378,0.9018337743759828
4215,0.9016708923510954
57699,0.901536444447002
27319,0.901336578356946
4586,0.9011850258827483
391013,0.9011679642669421
7293,0.9003215445513453
107984225,0.9003005649099151
203859,0.8996274754833689
392399,0.8995524811999193
100130744,0.8995517130848283
23544,0.8987759743654555
100128252,0.8986937336582872
125,0.8981912802003098
64072,0.8981708546466809
9940,0.8981128645158591
221476,0.8974946535679367
28491,0.8974579881070333
9936,0.8973584815558331
25780,0.897222509862873
7136,0.8970910966727041
7712,0.8968749060707903
170692,0.8968527979070533
107986989,0.8967782383794485
57633,0.8967772259416051
5055,0.8965641317973514
28603,0.8963321281624038
608,0.896263509575407
51308,0.8961325746263546
220929,0.8961125549033433
57502,0.8958051013849921
2554,0.8952176248898274
10633,0.8950408448706866
8292,0.8941313391457584
2535,0.8940283436655383
25903,0.8938971681225727
26471,0.8937214424972675
117195,0.893681411251898
102465537,0.893177155539191
4256,0.8931665866627796
4155,0.8923375614080671
29,0.892225834081307
107985544,0.8918878002384822
4060,0.8915970440667031
100996941,0.8914778024622196
84935,0.8910764604805577
7439,0.8907928622698513
922,0.890677840185413
10289,0.8906387453703548
81282,0.8905918657711291
6783,0.8901157116833791
7125,0.8900736937564071
125958,0.8900705879072802
51365,0.8899535136226424
80216,0.8898296630587268
1608,0.8898195015214307
9060,0.8895038342145494
7351,0.8894326535485586
339778,0.8893041860602264
57194,0.8892567936042202
975,0.8892496003356971
4043,0.8890802304687675
85027,0.8887388070281075
347688,0.888672157291662
693169,0.888530454833917
55510,0.8881981387759295
64699,0.888034247112345
5138,0.887972788551898
102723690,0.8875188641477288
317649,0.8873722537497049
28710,0.8873406725218371
7146,0.8872762397448994
135,0.8866831468929535
6748,0.8864991972553824
30815,0.8864914997705533
8569,0.8864548065460358
54947,0.8864465757099946
105379152,0.8862656404049671
395,0.8859657934857097
107986477,0.8859449539410265
89832,0.8859072344565497
51560,0.8856717731338213
3656,0.8850563286704443
100130698,0.8844522385006408
116844,0.884257218464664
9562,0.8834985454118574
646498,0.8825970389894109
11245,0.8825698096823151
3290,0.8825219259253041
414061,0.8822044757949232
107984616,0.8818814915157929
6906,0.8817691033234336
90634,0.8813297832198863
100033813,0.8809843184833925
388523,0.8807164166076342
8532,0.8806344643594528
729451,0.880285662715262
26245,0.8793904672482599
102723692,0.8790881637577366
105373780,0.8788319972313006
128178,0.8784292736157884
140691,0.8781700757157331
10008,0.8778728856568874
64131,0.8776139863292558
60,0.8771274781272567
3904,0.8769227295528581
1444,0.876596731706142
8671,0.8758400584525328
727832,0.8757726629475426
286499,0.8756260641373443
4925,0.8755137898043568
4478,0.8753738163020195
10603,0.8749072816990227
84223,0.8746862496404813
57471,0.8738792903678165
105373239,0.8737770929782964
105373262,0.8736542554197804
256957,0.873628042415536
83889,0.87360761088159
79156,0.8735304010494449
105378571,0.8732903500797413
219623,0.8732540416454535
6789,0.873112731033137
28470,0.8730827274300704
401992,0.8727441050152729
22809,0.8725066391240475
339965,0.8722298469762855
28493,0.872181481007825
23135,0.8719007876808185
84699,0.8717923630147939
278,0.8716186676150119
9567,0.8715222491880539
387590,0.871336882240147
25777,0.8709229432238441
256815,0.8708557258316083
79966,0.8707669287789095
574466,0.8705618935024299
390054,0.8705618935024299
9138,0.8704644785544957
100507206,0.8703486366520988
344901,0.8699383607886784
53637,0.8697675543472938
2304,0.8693721652418267
231,0.8691929176193138
80712,0.869083170992729
4924,0.8685950412649834
410,0.8682545277894498
259287,0.8680458218087703
51646,0.86745553558635
10457,0.8673827263286391
946,0.8669150620537067
100287327,0.8661381497361011
282618,0.8657969533379559
105376453,0.8655825973546067
57178,0.8651202260520048
9948,0.8645461067116944
2139,0.8644681846607352
10908,0.8643423328209803
440804,0.8640243442684046
1394,0.8636816109884622
10568,0.8636590610584545
100422854,0.8630157571519055
10402,0.8628906409044061
2645,0.8623349090008481
6362,0.8622095909169065
23129,0.862057356992608
101927931,0.8620069829022984
23180,0.8612959962733591
8714,0.8612661107732631
387733,0.861087589133477
9962,0.861063560341897
3957,0.861052018213706
5212,0.860825875988565
7100,0.8607623744826007
5865,0.8600601339789682
442444,0.8598283538141946
139065,0.8595854019511187
401562,0.8595029789089743
25801,0.8589859358676719
8916,0.8588639807549647
389161,0.858745683256013
389558,0.8585244643641894
23564,0.8584109252858934
105751187,0.8582515860639699
5924,0.8581111306951854
352962,0.8579586093447222
105379841,0.8575081022355477
4588,0.8572979285610209
84519,0.8571586151656634
5169,0.8570618168986721
112574,0.8569433919726279
4209,0.8565682950930817
343521,0.8564128410809797
107986646,0.8564095178586058
100287205,0.8562814930554081
110806300,0.856073528281434
107985020,0.8560292286874942
105372594,0.856011056291966
7471,0.8559548136259032
677,0.8556280436836197
6810,0.8544922177462624
406893,0.8542447732648617
117286,0.854213280043262
2055,0.8536868842781207
81343,0.8527726117344105
2247,0.8526565224371776
112268064,0.852229737046637
105369657,0.8521668184702806
126075,0.8519010757663823
10816,0.8518904362910609
64167,0.8518087212097178
3732,0.8514045601250473
440712,0.8511042289312627
79365,0.8508824649592039
341799,0.8505643395004322
411,0.8502592434532836
81628,0.8496505233415146
2907,0.848110592585682
9145,0.8479107800243844
100996541,0.8479105478456201
11191,0.8477590645095745
2864,0.8475409224128172
105377033,0.8473471130615109
28471,0.8469488516879662
253175,0.8469022169066762
105371744,0.8465592554984518
8728,0.8461840268763332
102723475,0.8458907551146355
391195,0.8458552664536891
145258,0.845787898801968
102724020,0.8456745529335759
348094,0.8455407357864653
8115,0.8452626230670675
54112,0.845096175859213
6777,0.8449725395236687
5648,0.8443855458030676
10663,0.8440916254712088
8048,0.8436305317108825
105370774,0.8433596841546009
389762,0.8433157043082053
9120,0.8430688914041538
105370401,0.8424766071347329
114132,0.8420966578533626
285456,0.8418341765341146
79817,0.8414338452640342
105371873,0.8411130111439331
284067,0.8410824462077933
117159,0.8400514952276549
3557,0.8397623406582504
79136,0.8389919503802208
3708,0.8385338190873846
9114,0.8381694195043519
56776,0.837773049176727
285313,0.837203453873272
6867,0.836611863790715
11199,0.8361052605077592
55509,0.8359630668842026
4316,0.8353347852935498
2717,0.8352432246122046
133482,0.8350771573135356
91607,0.8348382239082497
102724495,0.8339850002884625
3195,0.8338013484158373
220382,0.8335539338864406
126393,0.8334878188633619
1139,0.833247927413665
152405,0.8331508560663439
26526,0.8327523814305937
9592,0.8327003415704999
150165,0.8326918303339222
941,0.8325308320565066
6737,0.8324717908472028
101927441,0.8324551733388459
101928304,0.8323825213186139
4149,0.8318792324632991
29799,0.8316998848191437
151556,0.8309692290656852
3726,0.8304476503533511
25984,0.830342792025724
284207,0.8298060008745516
5338,0.8296118587352233
9498,0.82919334689237
102724050,0.8291511387183448
54550,0.8290710691429268
1384,0.828456422922514
727905,0.8283773374454313
100507421,0.8283113725856159
57326,0.8279429580222288
730112,0.8277376400268306
9170,0.8274350105987782
84314,0.8273474357053034
1791,0.8272028984410112
8590,0.82713923586484
116931,0.8262990465063602
6397,0.8261148247925139
475,0.8260953050407362
102723725,0.8260834092351402
161145,0.8257476602902445
200232,0.8253800843045651
55062,0.8252248461672202
107987187,0.8251918396708877
23645,0.8248693769833082
1672,0.8239391808187566
101928123,0.8230232938393924
55816,0.8226786850029626
28494,0.8224308227026502
2037,0.8221842425189916
9447,0.8220704316495357
283383,0.8218271308897336
170685,0.8213361777101547
4277,0.8210437569957705
2044,0.8208188290540619
100996351,0.8206623572611935
51084,0.8206151631099621
89882,0.8204758462633118
105370438,0.8204758462633116
6781,0.8198934586850353
401093,0.8189631659131162
4082,0.8189566184511623
164592,0.8188987376727814
23324,0.818821738341752
693220,0.8187484260484252
9445,0.8184005242446268
10043,0.8182866595754881
22875,0.818285251963335
124871,0.8180819004569829
100505475,0.8180538707055911
158471,0.8179654373019174
3716,0.8177732213439395
105371790,0.8174925682500678
130589,0.8174742895728109
57105,0.8174020994364195
107986314,0.8173834843459611
5333,0.8173634624730575
81618,0.8173461704742166
5158,0.8173225016291443
64150,0.8171879710368195
196968,0.81674639986276
390190,0.8163165060285663
102724714,0.816158636809442
112268042,0.815917391930445
4482,0.8159077590425836
10750,0.81581504233512
284593,0.8154773292339668
3164,0.8154749235554437
150221,0.8148605497966273
1910,0.8146980751393649
2532,0.8145867546954149
283767,0.8144721167093314
9536,0.8143219212473607
199221,0.8140678022830334
84959,0.8132111038144583
1669,0.8124235324892238
170627,0.8120027272202796
392360,0.8116088102112908
91351,0.8114579619077986
10384,0.8110351287478075
10117,0.8106102654027105
58494,0.8097669923908715
5322,0.809307887241387
276,0.8087859227400642
113,0.8085926090091142
80315,0.8081043014978402
100036563,0.8080746787376992
1075,0.807818043347881
66002,0.8074087455150316
23127,0.8073842323570615
5328,0.8072768359449949
151887,0.806973221949832
574406,0.8063783942420857
50650,0.806164953583064
729041,0.8060858552331426
279,0.8059054550466289
84630,0.8058123773303278
115273,0.8051709072861968
9267,0.8050459853394063
23666,0.8049472866274447
9424,0.8047139346721011
6480,0.8045551900344474
64106,0.8039231516481546
4929,0.8038064529461693
28648,0.8036702396497506
101928694,0.8033222074201962
407010,0.8031221421724427
389289,0.802766769215884
79827,0.8027171090321685
51466,0.8024884800685204
105378500,0.8022940280814934
57731,0.8022257043803949
4983,0.8021413700202533
286380,0.8019246296995339
103689911,0.8018602530667198
100507006,0.8018453376502999
2662,0.8017067513565141
25901,0.8015221046891554
83547,0.8014587075546373
161829,0.8014361109101562
55831,0.801387602665379
4053,0.8010799031434477
107986853,0.8007453049016604
102724153,0.8004561079226633
201625,0.8003742980691122
59353,0.8003089775433956
283152,0.8003033839483695
105369319,0.8001286488566507
136895,0.8001140679420304
105377789,0.8
28576,0.8
129293,0.7999903115395517
104266958,0.7996827748620382
388551,0.7993557079001996
1137,0.7991870796018783
9123,0.7988876665955136
11170,0.7987679813028614
153572,0.7986919670403392
124359,0.7986033168669069
219681,0.7985067695536818
105378187,0.7983617991379011
7079,0.7977233528567798
390078,0.7976511507578837
390714,0.7976213639248261
2,0.7975168000684487
285848,0.7972853352468814
1005,0.7970340442893489
9619,0.7965482428536159
25816,0.7965272025436967
4792,0.7963666517983885
29780,0.7963580126837506
105373311,0.795966637219907
79605,0.7952585535601511
138804,0.7951329482638869
22915,0.7949844970138153
115827,0.7948339010897159
57458,0.7947255624354925
286189,0.7947023628879193
56603,0.7946656519176596
8434,0.7946548229021673
728763,0.794506992275716
10019,0.7944546837229893
3082,0.7943864826975098
113277,0.7938488180250296
222642,0.7937097251679122
8447,0.7931690808049234
143241,0.7930312742544849
9951,0.7928093183522732
7030,0.7924606601495618
494470,0.7924333772006031
200373,0.7918432922447511
105379379,0.7916555298136185
9976,0.7916416576086185
101928032,0.7911291522636967
107985785,0.7910868182604897
8345,0.7907452382472933
84876,0.7906943184884909
6310,0.790636552236899
3437,0.7901618750675512
100653133,0.7899831565442854
28522,0.7892710824403102
5187,0.7892662069349115
26707,0.7891739811520562
162,0.7891206422534847
100506869,0.7888243377473929
22904,0.7887061610038746
94015,0.7886920836360627
5226,0.7882652680792166
8786,0.7881062374793384
101928527,0.7880851864710539
145501,0.7880834355227928
55022,0.7875081883902704
653653,0.7873322633713995
387718,0.787232704646996
343173,0.7872285407739839
81543,0.7872109230599178
51303,0.786780462419582
146,0.7865758168408945
102465841,0.7864893225489831
51676,0.786308205109143
101929388,0.7860109007216085
2057,0.7856665697351479
3665,0.7856206884374464
59339,0.7849056610722904
83593,0.7846826177218098
64759,0.7845261214381516
7179,0.7843934516478801
3730,0.7839863342656059
146183,0.7839653392023607
6570,0.7836414021725904
4921,0.7835825497724489
137868,0.7834371826282638
220108,0.7830722802032524
10493,0.7830225348000983
4681,0.7826459160434611
6275,0.7826437590262856
90249,0.7825978253637338
107984889,0.7825274627828276
283521,0.782472641622205
83464,0.7823980879669357
102466659,0.7820129563640421
633,0.7820100035181135
105372489,0.7819066615088783
100302740,0.7817251882941496
57578,0.7816100526388068
3814,0.7814612604381024
57096,0.7814600747857048
3092,0.7811984935055669
127435,0.7803807009396966
100033799,0.7802215141464678
84281,0.7802188710006872
1796,0.7800474611883201
100288208,0.7800024459980024
1777,0.779891054197762
8076,0.7797316251800144
375341,0.7794891960937118
390883,0.7794487119222792
28633,0.7794395457430079
100302190,0.7794395457430079
680,0.7789908553118141
84179,0.7786444386741946
389860,0.7784525557553614
57655,0.7782655311623792
55707,0.7780118651588452
105374181,0.7779197351657219
23784,0.7777515684894203
100873954,0.7777317476779206
239,0.7775935319197274
5173,0.7774119194931007
2182,0.7774079000546461
406882,0.7773036840627587
79544,0.7771608609565006
100533990,0.7767819697722054
729786,0.7765869156602427
28417,0.7762640077524183
90655,0.7761162881207977
22936,0.7759363185045096
84333,0.7755301684939262
400958,0.7753721158445424
102465256,0.7747518840627787
8178,0.7745794467537408
5699,0.7743282406587202
84217,0.7737713519710265
3451,0.7734401075013341
6752,0.7732181503952074
107984200,0.7724215470879754
338773,0.7723868604473694
9085,0.7721031541245751
4345,0.7712963994609305
2081,0.7711829018287819
440508,0.7709780940913908
102464833,0.7705108358086727
64061,0.7701945613125325
26074,0.7700938644267872
3460,0.7700883264166958
339512,0.7699160200517188
400002,0.7699011178520174
387119,0.7694934057540799
25823,0.7694027157395187
107984201,0.769332406298889
10672,0.7692649700926584
168620,0.7690561510709921
80144,0.7686284258956402
121340,0.7683900210679089
90427,0.7680202981058066
101928512,0.7676301008701072
121456,0.7673391141989283
1032,0.7673293718442755
59269,0.767078667763224
28661,0.767068870525357
9901,0.7669424022907645
8854,0.766913232515309
56301,0.7665237111023138
344,0.7663952784971375
101929504,0.7663126318141937
2000,0.7662465355973556
187,0.7661644996249573
64748,0.7661449517028416
9537,0.7660043915864883
55196,0.7659123134980277
1188,0.7657776155871749
83604,0.7655878165146799
10882,0.7654667164942501
140738,0.7652009715008008
400668,0.7651262465838657
255101,0.7651184573403933
85003,0.7645633463288712
105376972,0.7645633463288712
101927131,0.7645633463288712
125113,0.7642254203118082
3558,0.7639918183391614
100130776,0.7638679444671652
107986058,0.7633191384984015
101927897,0.7632817315539207
105373711,0.7630963832150501
3669,0.7629168229067949
342346,0.7624596812252005
8509,0.7623175107646887
100507524,0.7620396959646497
284827,0.7618206278161841
10268,0.7617701980878948
28501,0.7612577275611898
6609,0.7611070229187522
85480,0.7610508725903098
406994,0.7608090371299959
79962,0.7607558117062303
330,0.7606253354983021
9381,0.7605693560981575
105274304,0.7604535824271984
7380,0.7604186749250594
896,0.7603912976261178
56606,0.7603210579238748
83853,0.7599377295451473
259,0.7599100319478738
10938,0.7598277734456911
105379464,0.7596743874750849
120065,0.7591828754406629
165140,0.7582424800374428
54623,0.7582307716140839
51056,0.7578959895237904
8973,0.7576376395787494
60482,0.7567137304911971
1519,0.7564880695769629
643866,0.7563644912107339
392197,0.7562997025167197
58510,0.7562759004604094
54967,0.7561159635561012
102724055,0.75585131139306
387,0.7558292651478009
216,0.7557109135024014
116442,0.7554816133583455
100287898,0.7552673934725389
338755,0.7551839425600266
56999,0.7549124832734595
3798,0.7546842482485037
10777,0.7541731388269586
102724711,0.7539488235959197
153222,0.7539220667367257
105376579,0.7538258010344663
887,0.753662014877593
51309,0.7536267455688126
282966,0.753330441232779
66004,0.7531258341785261
147945,0.7529820547385486
3078,0.7526205637814005
8829,0.7525594116798615
107986413,0.7524971518351227
100506737,0.7523445458216794
8324,0.7520872659328912
767568,0.7516645856826356
11078,0.7516253137887716
3982,0.7512526117337963
5222,0.751214473995927
2870,0.750973513736616
390265,0.7501733552987023
23048,0.7501359994346135
100506020,0.7500732257938312
5919,0.7499664319051451
401115,0.7498631913739655
85403,0.7497507235257501
6535,0.7497223051181106
105372165,0.7491538076167434
868,0.7491439852906314
6571,0.7487162987637666
6817,0.7486701600198558
57136,0.7486614881097857
2299,0.7480796304827644
2153,0.747802114422722
147228,0.7477879086862789
724028,0.7477485735360389
112268143,0.7477485735360389
102723446,0.7477485735360389
113523638,0.7477179412226658
8511,0.7472649738427837
2246,0.7471268529750832
8510,0.7468925420868038
29760,0.7465440560483412
2308,0.7465025314631593
8631,0.7463876327735539
54757,0.7459294814826674
105373585,0.7458100001573432
4170,0.7457417916883351
51313,0.7456809445350601
788,0.7451718766584143
3257,0.7448646471725731
100506755,0.7447745060597226
100129520,0.7446133021335486
28697,0.7444429547683573
1770,0.7443456135573472
57007,0.7428696696855592
8660,0.7417012180739491
753,0.7416775973401064
7942,0.7415768813592205
5728,0.741555854763396
23531,0.7413548243555992
5914,0.7411629120016539
11118,0.7411165308297356
56895,0.7409199275887985
9802,0.7408935026773928
3641,0.7407863597392401
9576,0.7403075431236799
4224,0.740272154461457
