0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16
"""ID_REF""","""GSM3589673""","""GSM3589674""","""GSM3589675""","""GSM3589676""","""GSM3589677""","""GSM3589678""","""GSM3589679""","""GSM3589680""","""GSM3589681""","""GSM3589682""","""GSM3589683""","""GSM3589684""","""GSM3589685""","""GSM3589686""","""GSM3589687""","""GSM3589688"""
