,log2FC,pval,neg_log10_pval
10277,-0.1623417406180927,0.6759551856825532,0.17008209579282355
23095,-0.0009083539696828069,0.9953927926765591,0.0020055081255519395
105376725,-0.3366066260542606,0.5426373970734635,0.265490279084552
5226,0.7882652680792166,0.3107178919612943,0.5076337380557315
100526739,-0.3569805886871569,0.49429423407765916,0.30601445544946165
378708,-0.3562350583663916,0.5054811126353673,0.2962950671512229
1325,-0.36166413786475227,0.3980021368535362,0.4001145961056153
1676,-0.5209503155745487,0.35593975839102066,0.44862349856859945
5195,0.061023538099840735,0.8253203202457718,0.08337746192397871
54897,-0.9954655531389793,0.26788034370491304,0.5720591523501601
105376733,0.10074925534110879,0.8197592492340159,0.08631367449139644
105376735,-0.30772386370192323,0.4119865097883151,0.38511700429934714
148345,0.635335928959694,0.3179279810307016,0.4976712477508801
23435,-0.2374326505431732,0.41614325004444797,0.38075714524296034
10747,-0.48511465904857864,0.5106565247192879,0.29187111460341153
6723,-0.05148495189675728,0.8881207683358192,0.05152797397473412
5394,-0.14299641456549494,0.6438062468974665,0.19124481357248432
105376736,-0.3710262032213727,0.2970285721279654,0.5272017723524824
2475,-0.36364783769805165,0.38787961652432745,0.41130304231325365
100873935,-0.32785038529614496,0.44925220577785663,0.34750978177997033
10218,-0.29857882828014937,0.5660474497169002,0.2471471618684286
29914,-0.0955682542056735,0.8214775790724967,0.08540428539330638
105376737,0.24757084618464004,0.6045268550924819,0.2185844014982555
105376739,-0.029130674588278282,0.9316387348141895,0.030752463020813893
105376740,-0.15340571284093985,0.7555264315132186,0.12175033754206803
57540,-0.8849929486975148,0.46207355084133356,0.33528888975650056
112268221,-0.35214672559829774,0.6586487009661228,0.18134616031965686
101929181,-0.09090909090909091,0.3678794411714422,0.43429448178519847
26232,0.1911398593982394,0.874256905795395,0.058360928443462225
93611,0.39325290966066095,0.48727023275905584,0.31223011868215744
26270,0.5663734899920172,0.28813087838343315,0.540410196643722
10459,-0.10015037978471852,0.7259793973721161,0.13907570394334048
374946,0.05404691626727276,0.920915533167769,0.035780201635909406
57085,0.714208912392543,0.20349515526141926,0.6914459256272002
284498,0.2557233990055332,0.36674411917408806,0.43563684132186964
102724659,-0.09090909090909091,0.3678794411714422,0.43429448178519847
4524,0.5527540256282819,0.19049939666517346,0.7201063952218067
1185,0.14194586784821084,0.6906775607294302,0.16072465339918024
100379251,0.09879302023372105,0.7801829697076536,0.10780353390026455
4878,0.14715228099690414,0.6543186984742436,0.18421066861867957
4879,-0.053847038434432615,0.8927353453677527,0.049277270157556556
26829,-0.0899907359512988,0.8309201810742638,0.08044069287110332
90231,0.05947180100466554,0.8594945801961221,0.06575685749340195
5351,0.2078826291279956,0.6984257615199252,0.15587974993960396
9927,0.19628723662455805,0.46493642810936037,0.3326064250999495
60672,0.2784995826420342,0.33700593105952026,0.47236245566520824
102466982,0.17003152788481457,0.7546912001196435,0.12223071389932853
943,1.6978912499127539,0.06901686726666045,1.1610447569577242
102465836,2.1702995581573505,0.010464851920028113,1.9802669084948703
7133,2.7487914195731182,0.017872045250061065,1.7478257422109926
100616438,1.2778884444478023,0.20393018683371594,0.6905184826653132
107984917,0.9159809094580431,0.07265196576808224,1.138752629760877
55187,-0.048925489540529554,0.8715049800208631,0.05973012681809545
677885,-0.6982975536985103,0.11748267173375959,0.9300261851534631
105376744,0.24893789157362578,0.6185534196551861,0.2086227877032948
9249,0.634540761096213,0.3701221777591896,0.43165489103757526
102466722,0.2529903092587271,0.48456799792031635,0.31464527105306006
343066,-0.457029819643598,0.5322931567576626,0.273849117066132
126767,0.5355297730288471,0.4547079861941622,0.3422674179676946
93190,0.42209534246766767,0.7931286716597291,0.10065635000639182
390999,0.23582870949781265,0.719596043295304,0.1429112332313091
65121,0.15259845435869246,0.8756366157165035,0.05767608616923674
440560,0.3684958978392827,0.7991393324717168,0.09737749341246492
343069,-0.6070860426211511,0.5250567910453343,0.27979371993283453
65122,0.3559159323281682,0.7146928141898141,0.14588058438822774
400735,0.08510543880654664,0.9499488296051983,0.022299787948199094
343071,-0.16031639333507597,0.8678094079620335,0.06157564592462355
